"constituency","Party","election","Classification","Median_Age","Total_Rural_Population","Total_Urban_Population","Higher_Managerial","Lower_Managerial","Intermediate_Occupations","Small_Employers","Lower_Supervisory","Semi_Routine","Routine_Occupations","Never_Worked_Unemployed","Never_Worked","Long_Term_Unemployed","Total_Students_Count","yearly_avg_tavg","yearly_avg_tmin","yearly_avg_tmax","yearly_avg_prcp","yearly_avg_wspd","yearly_avg_pres","yearly_avg_tsun","Election","country.region","con_share","lib_share","lab_share","oth_share","environment","Flood Alert","Flood Warning","Update Flood Alert","Update Flood Warning","Severe Flood Warning","Update Severe Flood Warning","Flood Watch"
"stretford and urmston"," Conservative Party","2010","Predominantly Urban",38,0,98749,6493,14470,11241,5471,4750,10672,7664,4556,3273,1283,3418,9.24166666666667,5.275,13.2166666666667,51.6666666666667,13.14,1013.025,6970,"2010 General Election",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"stretford and urmston"," Labour Party","2015","Predominantly Urban",38,0,98749,6493,14470,11241,5471,4750,10672,7664,4556,3273,1283,3418,9.24166666666667,5.275,13.2166666666667,51.6666666666667,13.14,1013.025,6970,"2015 General Election",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"skipton and ripon"," Liberal Democrats","2010","Predominantly Rural",45,60169,39097,8415,17512,8772,11094,4963,9139,6597,1550,924,626,1677,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.15,1012.4,6800,"2010 General Election",NA,NA,NA,NA,NA,3,6745,75970,0,0,0,0,131705
"skipton and ripon"," Labour Party","2010","Predominantly Rural",45,60169,39097,8415,17512,8772,11094,4963,9139,6597,1550,924,626,1677,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.15,1012.4,6800,"2010 General Election",NA,NA,NA,NA,NA,3,6745,75970,0,0,0,0,131705
"skipton and ripon"," UK Independence Party","2010","Predominantly Rural",45,60169,39097,8415,17512,8772,11094,4963,9139,6597,1550,924,626,1677,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.15,1012.4,6800,"2010 General Election",NA,NA,NA,NA,NA,0,6745,75970,0,0,0,0,131705
"skipton and ripon"," Liberal Democrats","2010","Predominantly Rural",45,60169,39097,8415,17512,8772,11094,4963,9139,6597,1550,924,626,1677,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.15,1012.4,6800,"2010 General Election",NA,NA,NA,NA,NA,1,6745,75970,0,0,0,0,131705
"skipton and ripon"," Conservative Party","2010","Predominantly Rural",45,60169,39097,8415,17512,8772,11094,4963,9139,6597,1550,924,626,1677,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.15,1012.4,6800,"2010 General Election",NA,NA,NA,NA,NA,1,6745,75970,0,0,0,0,131705
"skipton and ripon"," Labour Party","2015","Predominantly Rural",45,60169,39097,8415,17512,8772,11094,4963,9139,6597,1550,924,626,1677,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.15,1012.4,6800,"2015 General Election",NA,NA,NA,NA,NA,0,190564,136888,0,13348,7100,0,0
"skipton and ripon"," Conservative Party","2015","Predominantly Rural",45,60169,39097,8415,17512,8772,11094,4963,9139,6597,1550,924,626,1677,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.15,1012.4,6800,"2015 General Election",NA,NA,NA,NA,NA,0,190564,136888,0,13348,7100,0,0
"skipton and ripon"," Labour Party","2015","Predominantly Rural",45,60169,39097,8415,17512,8772,11094,4963,9139,6597,1550,924,626,1677,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.15,1012.4,6800,"2015 General Election",NA,NA,NA,NA,NA,1,190564,136888,0,13348,7100,0,0
"skipton and ripon"," Liberal Democrats","2015","Predominantly Rural",45,60169,39097,8415,17512,8772,11094,4963,9139,6597,1550,924,626,1677,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.15,1012.4,6800,"2015 General Election",NA,NA,NA,NA,NA,2,190564,136888,0,13348,7100,0,0
"skipton and ripon"," Green Party","2017","Predominantly Rural",45,60169,39097,8415,17512,8772,11094,4963,9139,6597,1550,924,626,1677,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.15,1012.4,6800,"2017 General Election",NA,NA,NA,NA,NA,10,56430,14376,8189,1304,0,0,0
"skipton and ripon"," Liberal Democrats","2019","Predominantly Rural",45,60169,39097,8415,17512,8772,11094,4963,9139,6597,1550,924,626,1677,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.15,1012.4,6800,"2019 General Election",NA,NA,NA,NA,NA,9,408078,187254,86718,24072,2982,0,0
"skipton and ripon"," Green Party","2019","Predominantly Rural",45,60169,39097,8415,17512,8772,11094,4963,9139,6597,1550,924,626,1677,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.15,1012.4,6800,"2019 General Election",NA,NA,NA,NA,NA,24,408078,187254,86718,24072,2982,0,0
"skipton and ripon"," Liberal Democrats","2019","Predominantly Rural",45,60169,39097,8415,17512,8772,11094,4963,9139,6597,1550,924,626,1677,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.15,1012.4,6800,"2019 General Election",NA,NA,NA,NA,NA,3,408078,187254,86718,24072,2982,0,0
"skipton and ripon"," Liberal Democrats","2019","Predominantly Rural",45,60169,39097,8415,17512,8772,11094,4963,9139,6597,1550,924,626,1677,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.15,1012.4,6800,"2019 General Election",NA,NA,NA,NA,NA,0,408078,187254,86718,24072,2982,0,0
"skipton and ripon"," Conservative Party","2019","Predominantly Rural",45,60169,39097,8415,17512,8772,11094,4963,9139,6597,1550,924,626,1677,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.15,1012.4,6800,"2019 General Election",NA,NA,NA,NA,NA,0,408078,187254,86718,24072,2982,0,0
"skipton and ripon"," Labour Party","2019","Predominantly Rural",45,60169,39097,8415,17512,8772,11094,4963,9139,6597,1550,924,626,1677,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.15,1012.4,6800,"2019 General Election",NA,NA,NA,NA,NA,3,408078,187254,86718,24072,2982,0,0
"solihull"," Liberal Democrats","2010","Predominantly Urban",43,0,98817,10244,17131,11114,6095,4348,8568,5034,2470,1600,870,2662,9.65833333333333,5.86666666666667,13.425,51.6666666666667,11.95,1013.28333333333,6970,"2010 General Election","West Midlands",0.426,0.429,0.089,0.057,4,NA,NA,NA,NA,NA,NA,NA
"solihull"," Conservative Party","2010","Predominantly Urban",43,0,98817,10244,17131,11114,6095,4348,8568,5034,2470,1600,870,2662,9.65833333333333,5.86666666666667,13.425,51.6666666666667,11.95,1013.28333333333,6970,"2010 General Election","West Midlands",0.426,0.429,0.089,0.057,3,NA,NA,NA,NA,NA,NA,NA
"solihull"," Conservative Party","2010","Predominantly Urban",43,0,98817,10244,17131,11114,6095,4348,8568,5034,2470,1600,870,2662,9.65833333333333,5.86666666666667,13.425,51.6666666666667,11.95,1013.28333333333,6970,"2010 General Election","West Midlands",0.426,0.429,0.089,0.057,0,NA,NA,NA,NA,NA,NA,NA
"solihull"," Conservative Party","2010","Predominantly Urban",43,0,98817,10244,17131,11114,6095,4348,8568,5034,2470,1600,870,2662,9.65833333333333,5.86666666666667,13.425,51.6666666666667,11.95,1013.28333333333,6970,"2010 General Election","West Midlands",0.426,0.429,0.089,0.057,2,NA,NA,NA,NA,NA,NA,NA
"solihull"," Labour Party","2010","Predominantly Urban",43,0,98817,10244,17131,11114,6095,4348,8568,5034,2470,1600,870,2662,9.65833333333333,5.86666666666667,13.425,51.6666666666667,11.95,1013.28333333333,6970,"2010 General Election","West Midlands",0.426,0.429,0.089,0.057,1,NA,NA,NA,NA,NA,NA,NA
"solihull"," Liberal Democrats","2010","Predominantly Urban",43,0,98817,10244,17131,11114,6095,4348,8568,5034,2470,1600,870,2662,9.65833333333333,5.86666666666667,13.425,51.6666666666667,11.95,1013.28333333333,6970,"2010 General Election","West Midlands",0.426,0.429,0.089,0.057,6,NA,NA,NA,NA,NA,NA,NA
"solihull"," UK Independence Party","2010","Predominantly Urban",43,0,98817,10244,17131,11114,6095,4348,8568,5034,2470,1600,870,2662,9.65833333333333,5.86666666666667,13.425,51.6666666666667,11.95,1013.28333333333,6970,"2010 General Election","West Midlands",0.426,0.429,0.089,0.057,0,NA,NA,NA,NA,NA,NA,NA
"solihull"," Liberal Democrats","2010","Predominantly Urban",43,0,98817,10244,17131,11114,6095,4348,8568,5034,2470,1600,870,2662,9.65833333333333,5.86666666666667,13.425,51.6666666666667,11.95,1013.28333333333,6970,"2010 General Election","West Midlands",0.426,0.429,0.089,0.057,5,NA,NA,NA,NA,NA,NA,NA
"solihull"," Liberal Democrats","2010","Predominantly Urban",43,0,98817,10244,17131,11114,6095,4348,8568,5034,2470,1600,870,2662,9.65833333333333,5.86666666666667,13.425,51.6666666666667,11.95,1013.28333333333,6970,"2010 General Election","West Midlands",0.426,0.429,0.089,0.057,2,NA,NA,NA,NA,NA,NA,NA
"solihull"," Liberal Democrats","2015","Predominantly Urban",43,0,98817,10244,17131,11114,6095,4348,8568,5034,2470,1600,870,2662,9.65833333333333,5.86666666666667,13.425,51.6666666666667,11.95,1013.28333333333,6970,"2015 General Election","West Midlands",0.492,0.257,0.104,0.147,1,NA,NA,NA,NA,NA,NA,NA
"solihull"," Green Party","2015","Predominantly Urban",43,0,98817,10244,17131,11114,6095,4348,8568,5034,2470,1600,870,2662,9.65833333333333,5.86666666666667,13.425,51.6666666666667,11.95,1013.28333333333,6970,"2015 General Election","West Midlands",0.492,0.257,0.104,0.147,0,NA,NA,NA,NA,NA,NA,NA
"solihull"," UK Independence Party","2015","Predominantly Urban",43,0,98817,10244,17131,11114,6095,4348,8568,5034,2470,1600,870,2662,9.65833333333333,5.86666666666667,13.425,51.6666666666667,11.95,1013.28333333333,6970,"2015 General Election","West Midlands",0.492,0.257,0.104,0.147,0,NA,NA,NA,NA,NA,NA,NA
"solihull"," Conservative Party","2015","Predominantly Urban",43,0,98817,10244,17131,11114,6095,4348,8568,5034,2470,1600,870,2662,9.65833333333333,5.86666666666667,13.425,51.6666666666667,11.95,1013.28333333333,6970,"2015 General Election","West Midlands",0.492,0.257,0.104,0.147,0,NA,NA,NA,NA,NA,NA,NA
"solihull"," Liberal Democrats","2015","Predominantly Urban",43,0,98817,10244,17131,11114,6095,4348,8568,5034,2470,1600,870,2662,9.65833333333333,5.86666666666667,13.425,51.6666666666667,11.95,1013.28333333333,6970,"2015 General Election","West Midlands",0.492,0.257,0.104,0.147,0,NA,NA,NA,NA,NA,NA,NA
"solihull"," Green Party","2015","Predominantly Urban",43,0,98817,10244,17131,11114,6095,4348,8568,5034,2470,1600,870,2662,9.65833333333333,5.86666666666667,13.425,51.6666666666667,11.95,1013.28333333333,6970,"2015 General Election","West Midlands",0.492,0.257,0.104,0.147,8,NA,NA,NA,NA,NA,NA,NA
"solihull"," Labour Party","2015","Predominantly Urban",43,0,98817,10244,17131,11114,6095,4348,8568,5034,2470,1600,870,2662,9.65833333333333,5.86666666666667,13.425,51.6666666666667,11.95,1013.28333333333,6970,"2015 General Election","West Midlands",0.492,0.257,0.104,0.147,0,NA,NA,NA,NA,NA,NA,NA
"solihull"," UK Independence Party","2017","Predominantly Urban",43,0,98817,10244,17131,11114,6095,4348,8568,5034,2470,1600,870,2662,9.65833333333333,5.86666666666667,13.425,51.6666666666667,11.95,1013.28333333333,6970,"2017 General Election","West Midlands",0.581,0.157,0.219,0.043,3,8400,840,840,84,0,0,0
"stroud"," Labour Party","2010","Urban with Significant Rural",44,22971,76845,8937,17333,8647,8415,5267,10621,7319,1986,1195,791,1913,9.79166666666667,6.11666666666667,13.4166666666667,63.8333333333333,12.1111111111111,1013.68333333333,8520,"2010 General Election","South West",0.408,0.154,0.386,0.051,1,110,7728,0,0,84,0,31778
"stroud"," UK Independence Party","2010","Urban with Significant Rural",44,22971,76845,8937,17333,8647,8415,5267,10621,7319,1986,1195,791,1913,9.79166666666667,6.11666666666667,13.4166666666667,63.8333333333333,12.1111111111111,1013.68333333333,8520,"2010 General Election","South West",0.408,0.154,0.386,0.051,0,110,7728,0,0,84,0,31778
"stroud"," Labour Party","2015","Urban with Significant Rural",44,22971,76845,8937,17333,8647,8415,5267,10621,7319,1986,1195,791,1913,9.79166666666667,6.11666666666667,13.4166666666667,63.8333333333333,12.1111111111111,1013.68333333333,8520,"2015 General Election","South West",0.457,0.034,0.377,0.131,0,516320,203208,0,44816,12984,0,0
"stroud"," Labour Party","2015","Urban with Significant Rural",44,22971,76845,8937,17333,8647,8415,5267,10621,7319,1986,1195,791,1913,9.79166666666667,6.11666666666667,13.4166666666667,63.8333333333333,12.1111111111111,1013.68333333333,8520,"2015 General Election","South West",0.457,0.034,0.377,0.131,9,516320,203208,0,44816,12984,0,0
"stroud"," Labour Party","2015","Urban with Significant Rural",44,22971,76845,8937,17333,8647,8415,5267,10621,7319,1986,1195,791,1913,9.79166666666667,6.11666666666667,13.4166666666667,63.8333333333333,12.1111111111111,1013.68333333333,8520,"2015 General Election","South West",0.457,0.034,0.377,0.131,6,516320,203208,0,44816,12984,0,0
"stroud"," Liberal Democrats","2015","Urban with Significant Rural",44,22971,76845,8937,17333,8647,8415,5267,10621,7319,1986,1195,791,1913,9.79166666666667,6.11666666666667,13.4166666666667,63.8333333333333,12.1111111111111,1013.68333333333,8520,"2015 General Election","South West",0.457,0.034,0.377,0.131,0,516320,203208,0,44816,12984,0,0
"stroud"," Labour Party","2015","Urban with Significant Rural",44,22971,76845,8937,17333,8647,8415,5267,10621,7319,1986,1195,791,1913,9.79166666666667,6.11666666666667,13.4166666666667,63.8333333333333,12.1111111111111,1013.68333333333,8520,"2015 General Election","South West",0.457,0.034,0.377,0.131,1,516320,203208,0,44816,12984,0,0
"stroud"," Labour Party","2015","Urban with Significant Rural",44,22971,76845,8937,17333,8647,8415,5267,10621,7319,1986,1195,791,1913,9.79166666666667,6.11666666666667,13.4166666666667,63.8333333333333,12.1111111111111,1013.68333333333,8520,"2015 General Election","South West",0.457,0.034,0.377,0.131,2,516320,203208,0,44816,12984,0,0
"stroud"," Green Party","2015","Urban with Significant Rural",44,22971,76845,8937,17333,8647,8415,5267,10621,7319,1986,1195,791,1913,9.79166666666667,6.11666666666667,13.4166666666667,63.8333333333333,12.1111111111111,1013.68333333333,8520,"2015 General Election","South West",0.457,0.034,0.377,0.131,13,516320,203208,0,44816,12984,0,0
"stroud"," Conservative Party","2015","Urban with Significant Rural",44,22971,76845,8937,17333,8647,8415,5267,10621,7319,1986,1195,791,1913,9.79166666666667,6.11666666666667,13.4166666666667,63.8333333333333,12.1111111111111,1013.68333333333,8520,"2015 General Election","South West",0.457,0.034,0.377,0.131,1,516320,203208,0,44816,12984,0,0
"stroud"," Labour Party","2017","Urban with Significant Rural",44,22971,76845,8937,17333,8647,8415,5267,10621,7319,1986,1195,791,1913,9.79166666666667,6.11666666666667,13.4166666666667,63.8333333333333,12.1111111111111,1013.68333333333,8520,"2017 General Election","South West",0.459,0.032,0.47,0.039,3,739046,135179,27654,10593,0,0,0
"stroud"," Liberal Democrats","2017","Urban with Significant Rural",44,22971,76845,8937,17333,8647,8415,5267,10621,7319,1986,1195,791,1913,9.79166666666667,6.11666666666667,13.4166666666667,63.8333333333333,12.1111111111111,1013.68333333333,8520,"2017 General Election","South West",0.459,0.032,0.47,0.039,0,739046,135179,27654,10593,0,0,0
"stroud"," Labour Party","2017","Urban with Significant Rural",44,22971,76845,8937,17333,8647,8415,5267,10621,7319,1986,1195,791,1913,9.79166666666667,6.11666666666667,13.4166666666667,63.8333333333333,12.1111111111111,1013.68333333333,8520,"2017 General Election","South West",0.459,0.032,0.47,0.039,1,739046,135179,27654,10593,0,0,0
"stroud"," Conservative Party","2017","Urban with Significant Rural",44,22971,76845,8937,17333,8647,8415,5267,10621,7319,1986,1195,791,1913,9.79166666666667,6.11666666666667,13.4166666666667,63.8333333333333,12.1111111111111,1013.68333333333,8520,"2017 General Election","South West",0.459,0.032,0.47,0.039,0,739046,135179,27654,10593,0,0,0
"stroud"," Labour Party","2017","Urban with Significant Rural",44,22971,76845,8937,17333,8647,8415,5267,10621,7319,1986,1195,791,1913,9.79166666666667,6.11666666666667,13.4166666666667,63.8333333333333,12.1111111111111,1013.68333333333,8520,"2017 General Election","South West",0.459,0.032,0.47,0.039,0,739046,135179,27654,10593,0,0,0
"stroud"," Labour Party","2017","Urban with Significant Rural",44,22971,76845,8937,17333,8647,8415,5267,10621,7319,1986,1195,791,1913,9.79166666666667,6.11666666666667,13.4166666666667,63.8333333333333,12.1111111111111,1013.68333333333,8520,"2017 General Election","South West",0.459,0.032,0.47,0.039,12,739046,135179,27654,10593,0,0,0
"stroud"," Conservative Party","2017","Urban with Significant Rural",44,22971,76845,8937,17333,8647,8415,5267,10621,7319,1986,1195,791,1913,9.79166666666667,6.11666666666667,13.4166666666667,63.8333333333333,12.1111111111111,1013.68333333333,8520,"2017 General Election","South West",0.459,0.032,0.47,0.039,5,739046,135179,27654,10593,0,0,0
"stroud"," UK Independence Party","2017","Urban with Significant Rural",44,22971,76845,8937,17333,8647,8415,5267,10621,7319,1986,1195,791,1913,9.79166666666667,6.11666666666667,13.4166666666667,63.8333333333333,12.1111111111111,1013.68333333333,8520,"2017 General Election","South West",0.459,0.032,0.47,0.039,0,739046,135179,27654,10593,0,0,0
"stroud"," Green Party","2017","Urban with Significant Rural",44,22971,76845,8937,17333,8647,8415,5267,10621,7319,1986,1195,791,1913,9.79166666666667,6.11666666666667,13.4166666666667,63.8333333333333,12.1111111111111,1013.68333333333,8520,"2017 General Election","South West",0.459,0.032,0.47,0.039,10,739046,135179,27654,10593,0,0,0
"stroud"," Liberal Democrats","2017","Urban with Significant Rural",44,22971,76845,8937,17333,8647,8415,5267,10621,7319,1986,1195,791,1913,9.79166666666667,6.11666666666667,13.4166666666667,63.8333333333333,12.1111111111111,1013.68333333333,8520,"2017 General Election","South West",0.459,0.032,0.47,0.039,3,739046,135179,27654,10593,0,0,0
"stroud"," Labour Party","2017","Urban with Significant Rural",44,22971,76845,8937,17333,8647,8415,5267,10621,7319,1986,1195,791,1913,9.79166666666667,6.11666666666667,13.4166666666667,63.8333333333333,12.1111111111111,1013.68333333333,8520,"2017 General Election","South West",0.459,0.032,0.47,0.039,2,739046,135179,27654,10593,0,0,0
"slough"," Conservative Party","2015","Predominantly Urban",32,0,134048,8051,16835,12113,8408,6935,14497,11086,8653,6632,2021,5925,11.6583333333333,8.00909090909091,16.0636363636364,56.96,13.9625,1014.8625,8674.28571428571,"2015 General Election","South East",0.333,0.026,0.485,0.155,0,117040,38940,0,8800,3300,0,0
"slough"," Labour Party","2015","Predominantly Urban",32,0,134048,8051,16835,12113,8408,6935,14497,11086,8653,6632,2021,5925,11.6583333333333,8.00909090909091,16.0636363636364,56.96,13.9625,1014.8625,8674.28571428571,"2015 General Election","South East",0.333,0.026,0.485,0.155,0,117040,38940,0,8800,3300,0,0
"slough"," UK Independence Party","2015","Predominantly Urban",32,0,134048,8051,16835,12113,8408,6935,14497,11086,8653,6632,2021,5925,11.6583333333333,8.00909090909091,16.0636363636364,56.96,13.9625,1014.8625,8674.28571428571,"2015 General Election","South East",0.333,0.026,0.485,0.155,1,117040,38940,0,8800,3300,0,0
"slough"," Liberal Democrats","2015","Predominantly Urban",32,0,134048,8051,16835,12113,8408,6935,14497,11086,8653,6632,2021,5925,11.6583333333333,8.00909090909091,16.0636363636364,56.96,13.9625,1014.8625,8674.28571428571,"2015 General Election","South East",0.333,0.026,0.485,0.155,0,117040,38940,0,8800,3300,0,0
